Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
3.0,6,All Wheel Drive,70,13.6,Petrol,215,285,Automatic,182,7 Seater,9.7,4.785,1.815,1.800,2.800,131,Mitsubishi Montero Sport 2021 3.0L GLX (4WD) mid plus ,"8,499",KWD
3.0,6,All Wheel Drive,70,13.6,Petrol,215,285,Automatic,182,7 Seater,9.7,4.785,1.815,1.800,2.800,131,Mitsubishi Montero Sport 2021 3.0L GLX (4WD) High Line ,"9,299",KWD
3.0,6,All Wheel Drive,70,13.6,Petrol,215,285,Automatic,182,7 Seater,9.7,4.785,1.815,1.800,2.800,131,Mitsubishi Montero Sport 2021 3.0L GLX (4WD) Full Option,"9,499",KWD
3.3,6,All Wheel Drive,70,10.3,Petrol,265,335,Automatic,200,7 Seater,8.5,4.780,1.890,1.690,2.780,1050,Kia Sorento 2021 3.3L Mid Option (AWD),"9,500",KWD
2.4,N/A,All Wheel Drive,57,6.8,Petrol,184,244,CVT,200,5 Seater,9.8,4.586,1.855,1.678,2.660,Null,Honda CR-V 2021 EX Plus (AWD),"8,800",KWD
2.0,4,Front Wheel Drive,50,5.8,Petrol,190,320,Automatic,250,5 Seater,6.8,4.458,1.796,1.416,2.637,425,Audi A3 Sedan 2021 Design 40 2.0 TFSI (190 HP),"9,500",KWD
2.0,4,Front Wheel Drive,50,5.8,Petrol,190,320,Automatic,250,5 Seater,6.8,4.458,1.796,1.416,2.637,425,Audi A3 Sedan 2021 Sport 40 2.0 TFSI (190 HP),"9,500",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Regular Cab XLT,"9,600",KWD
1.4,4,Front Wheel Drive,50,5.4,Petrol,150,250,Automatic,208,5 Seater,8.5,4.191,1.794,1.508,2.601,405,Audi Q2 2021 35 TFSI Design (150 HP),"9,650",KWD
3.2,5,All Wheel Drive,80,9.0,Diesel,200,470,Automatic,175,5 Seater,10.6,5.362,1.976,1.816,3.221,1180,Ford Ranger 2021 3.2L Wild Trak 4X4,"9,700",KWD
1.6,4,Front Wheel Drive,72,6.2,Petrol,163,240,Automatic,222,5 Seater,8.6,4.792,1.828,1.456,2.817,473,Peugeot 508 2021 GTLine,"9,700",KWD
1.6,N/A,Front Wheel Drive,72,7.1,Petrol,163,240,Automatic,220,5 Seater,8.9,4.830,1.828,1.456,2.817,515,Peugeot 508 2021 1.6T Active,"9,700",KWD
1.6,4,Front Wheel Drive,72,7.1,Petrol,163,240,Automatic,220,5 Seater,8.9,4.830,1.828,1.456,2.817,515,Peugeot 508 2021 1.6T Access,"9,700",KWD
2.0,N/A,Front Wheel Drive,61.7,7.0,Petrol,250,353,Automatic,220,5 Seater,7.0,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 2.0L Turbo Premier ,"10,420",KWD
2.0,N/A,Front Wheel Drive,61.7,7.0,Petrol,250,353,Automatic,220,5 Seater,7.0,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 2.0L Turbo Premier ,"10,420",KWD
1.8,4,All Wheel Drive,55,6.5,Petrol,180,250,Automatic,228,5 Seater,6.8,4.310,1.786,1.426,2.636,380,Audi A3 Sportback 2021 Ambition 1.8 TFSI quattro,"9,800",KWD
4.0,6,All Wheel Drive,80,12.6,Petrol,235,376,Automatic,187,7 Seater,9.0,4.795,1.855,1.835,2.750,348,Toyota Fortuner 2021 4.0L GXR,"9,900",KWD
2.7,4,All Wheel Drive,87,12.4,Petrol,160,246,Automatic,170,5 Seater,13.5,4.485,1.885,1.845,2.450,700,Toyota Land Cruiser Prado 2021 (3 Door) 2.7L GXR,"9,900",KWD
3.5,N/A,Front Wheel Drive,74,11.2,Petrol,280,355,Automatic,175,8 Seater,9.4,4.964,2.296,1.773,2.818,589,Honda Pilot 2021 3.5 LX (2WD),"9,800",KWD
2.4,4,Front Wheel Drive,55,9.2,Petrol,172,225,Automatic,170,7 Seater,11.2,4.830,1.800,1.695,2.900,1087,Honda Odyssey J 2021 2.4 EX V,"9,999",KWD
2.4,4,All Wheel Drive,48,7.8,Petrol,184,240,Automatic,175,5 Seater,9.0,4.230,1.800,1.690,2.570,1438 (2nd row folded),Jeep Renegade 2021 Limited,"8,777",KWD
4.0,6,All Wheel Drive,180,13.0,Petrol,228,360,Manual,180,3 Seater,11.5,5.230,1.870,1.955,3.180,Null,Toyota Land Cruiser Pick Up 2021 4.0L Single Cab,"9,900",KWD
4.0,6,All Wheel Drive,180,13.0,Petrol,228,360,Manual,180,6 Seater,11.5,5.235,1.770,1.970,3.180,Null,Toyota Land Cruiser Pick Up 2021 4.0L Double Cab,"9,900",KWD
4.0,6,All Wheel Drive,90,13.0,Petrol,228,360,Manual,180,5 Seater,11.5,5.245,1.870,1.955,2.310,Null,Toyota Land Cruiser Pick Up 2021 4.0L Hard Top,"9,900",KWD
2.0,4,Rear Wheel Drive,50 ,7.1,Petrol,197,205 ,Automatic,225,4 Seater,8.2,4.240 ,1.775 ,1.320,2.570 ,243,Toyota 86 2021 VTX,"9,950",KWD
3.5,N/A,Front Wheel Drive,70,10.0,Petrol,290,346,Automatic,173,7 Seater,9.0,5.037,2.095,1.777,2.866,595,Ford Explorer 2021 3.5L V6 Base,"10,000",KWD
3.3,6,All Wheel Drive,67,9.4,Petrol,318,437,Automatic,237,7 Seater,7.1,5.049,2.004,1.775,3.025,515,Ford Explorer 2021 3.3L Limited V6 Hybrid (AWD)  , TBD ,Null
3.0,6,All Wheel Drive,67,11.7,Petrol,400,563,Automatic,237,7 Seater,5.5,5.049,2.004,1.775,3.025,515,Ford Explorer 2021 3.0L EcoBoost ST (AWD), TBD ,Null
3.5,N/A,Rear Wheel Drive,106,10.1,Petrol,385,629,Automatic,185,8 Seater,6.8,5.233,2.024,1.960,3.022,528,Ford Expedition 2021 3.5L EcoBoost XL (4x2),"10,000",KWD
1.8,4,All Wheel Drive,50,6.5,Petrol,180,280,Automatic,235,5 Seater,6.8,4.456,1.960,1.416,2.637,425,Audi A3 Sedan 2021 Ambition 1.8 Quattro (180 HP),"10,000",KWD
1.6,4,Front Wheel Drive,60,7.6,Petrol,163,240,Automatic,225,4 Seater,8.3,4.440,2.039,1.426,2.605,266,Peugeot 308 CC 2021 Feline Turbo,"10,000",KWD
2.0,4,Rear Wheel Drive,45,8.1,Petrol,181,205,Automatic,200,2 Seater,7.9,3.915,1.735,1.230,2.310,150,Mazda MX-5 Convertible Hard Top 2021 2.0L (181 HP),"14,500",KWD
2.7,4,All Wheel Drive,87,12.4,Petrol,164,246,Automatic,170,7 Seater,13.5 ,4.760,1.885 ,1.845,2.790 ,742,Toyota Land Cruiser Prado 2021 2.7L EXR,"10,300",KWD
3.5,N/A,Front Wheel Drive,72,10.2,Petrol,288,345,Automatic,200,5 Seater,7.6,5.153,2.177,1.541,2.868,569,Ford Taurus 2021 3.5L V6 SEL,"10,400",KWD
1.6,4,Front Wheel Drive,55,7.3,Petrol,163,240,Automatic,213,4 Seater,8.4,4.287,1.845,1.359,2.612,384,Peugeot RCZ 2021 Sport,"10,400",KWD
2.4,N/A,All Wheel Drive,57,6.8,Petrol,184,244,CVT,200,5 Seater,9.8,4.586,1.855,1.678,2.660,Null,Honda CR-V 2021 Touring (AWD),"9,800",KWD
2.5,4,All Wheel Drive,60,9.4,Petrol,176,233,Automatic,200,5 Seater,8.6,4.570,1.845,1.660,2.660,1085,Toyota Rav4 2021 2.5L 4WD VXR,"10,500",KWD
3.5,6,All Wheel Drive,68,12.3,Petrol,280,340,Automatic,200,5 Seater,6.5,4.779,2.179,1.742,2.849,1111,Ford Edge 2021 3.5L V6 SEL (AWD),"10,500",KWD
2.0,4,All Wheel Drive,68,10.2,Petrol,250,378,Automatic,200,5 Seater,7.5,4.779,2.179,1.742,2.849,1111,Ford Edge 2021 2.0L EcoBoost SEL (AWD),"10,500",KWD
2.0,4,All Wheel Drive,68,10.2,Petrol,250,378,Automatic,200,5 Seater,7.5,4.779,2.179,1.742,2.849,1111,Ford Edge 2021 2.0L EcoBoost SEL (AWD),"10,500",KWD
3.5,6,All Wheel Drive,70,10.0,Petrol,290,345,Automatic,200,7 Seater,9.2,5.126,1.930,1.727,2.995,1223,Ford Flex 2021 3.5L V6 SEL (AWD),"10,500",KWD
3.6,6,Front Wheel Drive,72,8.8,Petrol,310,366,Automatic,210,7 Seater,6.8,4.917,1.915,1.676,2.858,362,GMC Acadia 2021 3.6L SLE2 (FWD),"10,500",KWD
3.5,6,Front Wheel Drive,68,10.4,Petrol,300,355,Automatic,211,5 Seater,6.4,4.897,1.860,1.435,2.776,402,Nissan Maxima 2021 3.5L S,"7,999",KWD
2.4,4,Front Wheel Drive,65,9.2,Petrol,168,225,Automatic,185,7 Seater,11.5,4.795,1.800,1.750,2.950,1107,Toyota Previa 2021 2.4L SE,"10,500",KWD
2.0,4,Front Wheel Drive,59,6.2,Petrol,252,352,Automatic,200,5 Seater,8.0,4.650,1.844,1.661,2.725,846,Chevrolet Equinox 2021 2.0T Premier (FWD) ,"9,300",KWD
2.0,N/A,Front Wheel Drive,61.7,7.0,Petrol,250,352,Automatic,250,5 Seater,7.0,4.923,1.854,1.470,2.829,453,Chevrolet Malibu 2021 2.0L Turbo LT,"7,410",KWD
3.2,6,All Wheel Drive,60,10.1,Petrol,271,324,Automatic,185,5 Seater,8.4,4.624,1.860,1.681,2.718,841,Jeep Cherokee 2021 3.2L Longitude,"8,495",KWD
1.6,4,Front Wheel Drive,55,7.3,Petrol,163,240,Automatic,213,4 Seater,8.4,4.287,1.845,1.359,2.612,384,Peugeot RCZ 2021 GTLine,"10,700",KWD
1.4,4,Front Wheel Drive,64,5.8,Petrol,150,250,Automatic,204,5 Seater,8.9,4.388,2.019,1.608,2.603,460,Audi Q3 2021 30 TFSI (150 HP),"10,800",KWD
2.0,4,All Wheel Drive,60,7.4,Petrol,180,320,Automatic,208,5 Seater,7.7,4.486,1.839,1.646,2.681,615,Volkswagen Tiguan 2021 2.0L SE ,"10,500",KWD
3.7,6,Rear Wheel Drive,60,11.3,Petrol,300,379,Manual,181,4 Seater,5.5,4.783,2.080,1.382,2.720,382,Ford Mustang 2021 3.7L Fastback M/T,"11,000",KWD
3.5,6,Front Wheel Drive,70,9.0,Petrol,268,336,Automatic,228,5 Seater,7.2,4.825,1.820,1.470,2.775,504,Toyota Aurion 2021 3.5L Grande,"11,000",KWD
3.6,6,Rear Wheel Drive,72,10.0,Petrol,335,383,Automatic,250,4 Seater,5.1,4.784,1.897,1.348,2.811,258,Chevrolet Camaro Coupe 2021 3.6L 1LT,"11,900",KWD
3.5,N/A,All Wheel Drive,106,11.0,Petrol,385,629,Automatic,185,8 Seater,7.5,5.233,2.024,1.960,3.022,528,Ford Expedition 2021 3.5L EcoBoost XL,"11,000",KWD
1.4,4,Front Wheel Drive,64,5.8,Petrol,150,250,Automatic,204,5 Seater,8.9,4.388,2.019,1.608,2.603,460,Audi Q3 2021 30 TFSI Design (150 HP),"11,000",KWD
1.4,4,Front Wheel Drive,64,5.8,Petrol,150,250,Automatic,204,5 Seater,8.9,4.388,2.019,1.608,2.603,460,Audi Q3 2021 30 TFSI Design (150 HP),"11,000",KWD
1.4,4,Front Wheel Drive,45,5.9,Petrol,185,250,Automatic,227,4 Seater,6.9,3.954,1.906,1.416,2.469,270,Audi A1 2021 Ambition 1.4L (185 HP),"11,000",KWD
3.3,6,Front Wheel Drive,70,9.4,Petrol,284,336,Automatic,235,5 Seater,7.2,4.970,1.870,1.470,2.855,451,Kia Cadenza 2021 3.3L GDi Top,"11,100",KWD
2.0,4,All Wheel Drive,57,8.2,Petrol,240,365,Automatic,200,5 Seater,7.5,4.524,2.078,1.684,2.690,971,Ford Escape 2021 2.0L EcoBoost SE (AWD),"11,200",KWD
3.5,N/A,All Wheel Drive,70,10.3,Petrol,290,346,Automatic,173,7 Seater,8.7,5.037,2.095,1.777,2.866,595,Ford Explorer 2021 3.5L V6 Base (AWD),"11,200",KWD
1.4,4,All Wheel Drive,64,6.5,Petrol,150,250,Automatic,217,5 Seater,7.6,4.385,2.019,1.608,2.603,460,Audi Q3 2021 35 TFSI quattro (150 HP),"11,300",KWD
3.7,6,Rear Wheel Drive,60,11.3,Petrol,300,379,Automatic,181,4 Seater,5.5,4.783,2.080,1.382,2.720,382,Ford Mustang 2021 3.7L Fastback,"11,400",KWD
1.5,3,Front Wheel Drive,40,5.3,Petrol,136,220,Automatic,210,4 Seater,8.0,3.821,1.727,1.414,2.495,211,Mini Hatch 2021 3-Door Cooper,"9,200",KWD
3.8,6,All Wheel Drive,82,12.7,Petrol,270,362,Automatic,200,7 Seater,9.0,4.880,1.915,1.810,2.895,350,Kia Mohave 2021 3.8L Top,"11,500",KWD
4.0,6,All Wheel Drive,159 (Dual Tank - 72L + 87L),12.6,Petrol,270,380,Automatic,180,5 Seater,8.2,4.670,1.905,1.830,2.690,790,Toyota FJ Cruiser 2021 4.0L GXR,"11,500",KWD
1.5,3,Front Wheel Drive,51,5.7,Petrol,136,220,Automatic,200,5 Seater,9.6,4.299,1.822,1.822,2.670,450,Mini Countryman 2021 Cooper,"14,300",KWD
3.6,6,All Wheel Drive,93,10.0,Petrol,290,350,Automatic,190,5 Seater,8.3,4.828,1.943,1.792,2.916,782,Jeep Grand Cherokee 2021 3.6L Laredo 4x2,"10,495",KWD
3.3,6,All Wheel Drive,70,10.3,Petrol,290,342,Automatic,200,7 Seater,8.5,4.801,1.890,1.684,2.770,1050,Kia Sorento 2021 3.3L Top (AWD),"11,600",KWD
4.0,6,All Wheel Drive,80,12.6,Petrol,235,376,Automatic,187,7 Seater,9.0,4.795,1.855,1.835,2.750,348,Toyota Fortuner 2021 4.0L VXR,"11,600",KWD
1.4,4,Front Wheel Drive,54,5.6,Petrol,150,250,Automatic,210,5 Seater,8.5,4.726,1.842,1.427,2.820,480,Audi A4 2021 30 TFSI Basic (150 HP),"11,600",KWD
1.4,4,All Wheel Drive,64,6.5,Petrol,150,250,Automatic,217,5 Seater,7.6,4.385,2.019,1.608,2.603,460,Audi Q3 2021 35 TFSI Design quattro (150 HP),"11,600",KWD
1.4,4,All Wheel Drive,64,6.5,Petrol,150,250,Automatic,217,5 Seater,7.6,4.385,2.019,1.608,2.603,460,Audi Q3 2021 35 TFSI Design quattro (150 HP),"11,600",KWD
3.8,6,All Wheel Drive,88,13.5,Petrol,250,330,Automatic,200,7 Seater,10.8,4.900,1.875,1.870,2.780,1081,Mitsubishi Pajero 2021 3.8L GLS 5 Door high,"10,000",KWD
2.5,6,Rear Wheel Drive,65,9.8,Petrol,204,250,Automatic,225,5 Seater,7.7,4.666,1.811,1.430,2.799,378,Lexus IS 2021 250 Premier,"12,000",KWD
2.7,4,All Wheel Drive,87 ,12.4,Petrol,164,246 ,Automatic,170 ,7 Seater,13.5 ,4.760,1.885 ,1.845,2.790 ,742,Toyota Land Cruiser Prado 2021 2.7L GXR,"12,000",KWD
4.0,6,All Wheel Drive,72,12.6,Petrol,270,380,Automatic,180,5 Seater,8.2,4.670,1.905,1.830,2.690,790,Toyota FJ Cruiser 2021 4.0L VXR,"12,000",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Regular Cab XLT (Sport Pack),"12,000",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Regular Cab XLT (Chrome Pack),"12,000",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Super Cab XLT (Sport Pack),"12,000",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Crew Cab XLT (Chrome Pack),"12,000",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Crew Cab XLT (Sport Pack),"12,000",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Crew Cab XLT (Sport Pack) Special Edition,"12,000",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Super Cab Lariat FX4 (Luxury+Chrome Pack),"12,000",KWD
5.0,N/A,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L V8 Crew Cab Lariat (Luxury+Chrome Pack),"12,000",KWD
5.0,8,All Wheel Drive,136,10.2,Petrol,360,515,Automatic,160,5 Seater,8.1,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 5.0L Crew Cab Lariat FX4 (Luxury+Sport Pack) Special Edition,"12,000",KWD
3.5,N/A,All Wheel Drive,106,11.0,Petrol,385,629,Automatic,185,8 Seater,7.5,5.233,2.024,1.960,3.022,528,Ford Expedition 2021 3.5L EcoBoost XLT,"12,000",KWD
3.5,6,Front Wheel Drive,72,10.2,Petrol,288,345,Automatic,200,5 Seater,7.6,5.153,2.177,1.541,2.868,569,Ford Taurus 2021 3.5L V6 LTD,"12,000",KWD
3.5,6,Front Wheel Drive,72,10.2,Petrol,288,345,Automatic,200,5 Seater,7.6,5.153,2.177,1.541,2.868,569,Ford Taurus 2021 3.5L V6 LTD,"12,000",KWD
2.0,4,All Wheel Drive,55,6.9,Petrol,280,380,Automatic,250,5 Seater,5.0,4.469,1.960,1.392,2.631,390,Audi A3 Sedan 2021 S3 (292 HP),"12,000",KWD
2.0,4,All Wheel Drive,64,6.9,Petrol,220,350,Automatic,233,5 Seater,6.4,4.385,2.019,1.608,2.603,460,Audi Q3 2021 40 TFSI Design quattro (220 HP),"12,000",KWD
1.8,4,Front Wheel Drive,45,5.6,Hybrid,134,142,Automatic,180,5 Seater,9.8,4.348,1.765,1.455,2.600,405,Lexus CT 2021 200h Premier,"12,000",KWD
2.0,4,All Wheel Drive,64,9.8,Petrol,272,380,Automatic,215,5 Seater,6.4,4.744,1.900,1.669,2.751,736,Acura RDX 2021 2.0T AWD (A-Spec),"13,950",KWD
2.0,4,All Wheel Drive,64,9.8,Petrol,272,380,Automatic,215,5 Seater,6.4,4.744,1.900,1.669,2.751,736,Acura RDX 2021 2.0T AWD (Technology Package) ,"12,950",KWD
2.3,4,Rear Wheel Drive,58,10.2,Petrol,310,434,Automatic,240,4 Seater,5.4,4.783,2.080,1.382,2.720,382,Ford Mustang 2021 2.3L EcoBoost Fastback A/T,"12,200",KWD
2.7,4,All Wheel Drive,87,12.4,Petrol,164,246,Automatic,170,7 Seater,13.5,4.760,1.885,1.845,2.790,742,Toyota Land Cruiser Prado 2021 2.7L VXR,"12,300",KWD
2.0,4,Front Wheel Drive,54,4.9,Petrol,190,320,Automatic,240,5 Seater,7.3,4.726,1.842,1.427,2.820,480,Audi A4 2021 40 TFSI Basic (190 HP),"12,300",KWD
2.0,N/A,Front Wheel Drive,50,5.5,Petrol,224,350,Automatic,250,5 Seater,6.2,4.292,1.780,1.433,2.699,341,Mercedes-Benz A-Class 2021 A 250,"12,300",KWD
3.5,6,All Wheel Drive,70,11.2,Petrol,290,346,Automatic,173,7 Seater,9.0,5.006,2292,1.765,2.866,1239,Ford Explorer 2021 3.5L V6 XLT (AWD) Mid Option,"12,400",KWD
2.0,4,Rear Wheel Drive,66,7.0,Petrol,241,350,Automatic,230,5 Seater,7.0,4.665,1.810,1.430,2.800,480,Lexus IS 2021 200t Classic,"12,500",KWD
3.6,6,Rear Wheel Drive,70,10.7,Petrol,300,358,Automatic,210,5 Seater,6.5,5.040,1.905,1.479,3.052,455,Dodge Charger 2021 3.6L GT,"10,000",KWD
1.5,3,Front Wheel Drive,40,5.2,Petrol,136,220,Automatic,207,5 Seater,8.0,3.982,1.727,1.425,2.567,278,Mini Hatch 2021 5-Door Cooper,"12,900",KWD
3.5,6,All Wheel Drive,87,11.2,Petrol,365,570,Automatic,160,5 Seater,6.0,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 3.5L EcoBoost Super Cab XLT,"12,500",KWD
3.5,6,All Wheel Drive,87,11.2,Petrol,365,570,Automatic,160,5 Seater,6.0,5.890,2.463,1.948,3.670,1568,Ford F-150 2021 3.5L EcoBoost Super Cab XLT,"12,500",KWD
2.0,4,Front Wheel Drive,51,6.0,Petrol,189,280,Automatic,222,5 Seater,7.2,4.299,1.822,1.557,2.670,450,Mini Countryman 2021 Cooper S,"15,990",KWD
1.5,3,Front Wheel Drive,40,5.3,Petrol,136,220,Automatic,205,4 Seater,8.7,3.821,1.727,1.415,2.495,160,Mini Convertible 2021 Cooper,"12,500",KWD
2.0,4,All Wheel Drive,68.5,8.0,Petrol,200,320,Automatic,207,5 Seater,9.0,4.599,2.069,1.724,2.741,981,Land Rover Discovery Sport 2021 2.0T SE (AWD),"15,500",KWD
3.5,6,Front Wheel Drive,68,10.4,Petrol,300,355,Automatic,211,5 Seater,6.4,4.897,1.860,1.435,2.776,402,Nissan Maxima 2021 3.5L SV,"9,499",KWD
1.5,N/A,Front Wheel Drive,48,5.3,Petrol,136,220,Automatic,205,5 Seater,9.1,4.253,1.800,1.441,2.670,360,Mini Clubman 2021 Cooper,"14,250",KWD
2.0,4,All Wheel Drive,55,7.3,Petrol,286,380,Automatic,250,5 Seater,5.0,4.324,1.785,1.404,2.631,340,Audi A3 Sportback 2021 S3 (286 HP) quattro,"12,500",KWD
4.0,6,All Wheel Drive,150,13.0,Petrol,271,381,Automatic,200,7 Seater,9.0,4.990,1.885,1.889,2.790,742,Toyota Land Cruiser Prado 2021 4.0L EXR,"12,600",KWD
1.4,4,Front Wheel Drive,54,5.6,Petrol,150,250,Automatic,210,5 Seater,8.5,4.726,1.842,1.427,2.820,480,Audi A4 2021 30 TFSI Design (150 HP),"12,600",KWD
1.4,4,Front Wheel Drive,54,5.6,Petrol,150,250,Automatic,210,5 Seater,8.5,4.726,1.842,1.427,2.820,480,Audi A4 2021 30 TFSI Sport (150 HP),"12,600",KWD
2.0,4,Rear Wheel Drive,63,6.3,Petrol,250,365,Automatic,250,5 Seater,6.5,4.672,1.967,1.462,2.835,455,Jaguar XE 2021 2.0T R-Dynamic (250 PS),"16,320",KWD
2.0,N/A,Rear Wheel Drive,63,6.3,Petrol,247,365,Automatic,250,5 Seater,6.3,4.672,1.967,1.462,2.835,455,Jaguar XE 2021 2.0T SE (250 PS) ,"16,050",KWD
2.0,N/A,Rear Wheel Drive,63,6.7,Petrol,297,400,Automatic,250,5 Seater,5.7,4.672,1.967,1.462,2.835,455,Jaguar XE 2021 2.0T Limited Edition (300 PS) ,"18,310",KWD
3.6,6,Rear Wheel Drive,72,10.0,Petrol,335,383,Automatic,250,4 Seater,5.1,4.784,1.897,1.348,2.811,258,Chevrolet Camaro Coupe 2021 3.6L 3LT,"12,800",KWD
3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost XL,"12,800",KWD
3.5,N/A,All Wheel Drive,127,17.0,Petrol,365,570,Automatic,160,8 Seater,9.5,5.621,2.332,1.989,3.327,2421,Ford Expedition EL 2021 3.5L EcoBoost XL,"12,800",KWD
3.6,N/A,Rear Wheel Drive,72,9.6,Petrol,292,353,Automatic,210,5 Seater,6.5,5.044,1.905,1.483,3.053,462,Chrysler 300C 2021 3.6L V6 Luxury ,"10,500",KWD
3.6,N/A,Rear Wheel Drive,72,9.6,Petrol,292,353,Automatic,210,5 Seater,6.5,5.044,1.905,1.483,3.053,462,Chrysler 300C 2021 3.6L V6 Limited ,"12,500",KWD
3.6,N/A,Rear Wheel Drive,72,9.6,Petrol,292,353,Automatic,210,5 Seater,6.5,5.044,1.905,1.483,3.053,462,Chrysler 300S 2021 3.6L V6,"12,800",KWD
6.6,8,All Wheel Drive,136,16.8,Petrol,401,629,Automatic,180,6 Seater,9.0,6.352,2.079,2.027,4.037,1727,Chevrolet Silverado 2021 6.6L LTZ (Heavy Duty),"15,800",KWD
5.3,N/A,All Wheel Drive,136,13.4,Petrol,355,518,Automatic,180,6 Seater,7.8,6.128 ,2.063,1.915,3.987,1727,Chevrolet Silverado 2021 5.3 V8 RST,"11,300",KWD
5.3,8,All Wheel Drive,136,13.4,Petrol,355,518,Automatic,180,6 Seater,7.8,6.128 ,2.063,1.945,3.987,1727,Chevrolet Silverado 2021 5.3 V8 LTZ,"14,700",KWD
6.2,8,All Wheel Drive,136,14.7,Petrol,420,624,Automatic,200,5 Seater,7.3,6.128,2.063,1.915,3.987,1727,Chevrolet Silverado 2021 6.2L V8 High Country ,"17,200",KWD
5.3,6,All Wheel Drive,136,15.6,Petrol,285,413,Automatic,180,6 Seater,7.8,6.128,2.063,1.915,3.987,1727,Chevrolet Silverado 2021 4.3L V6 WT,"8,300",KWD
2.7,N/A,All Wheel Drive,136,13.4,Petrol,310,471,Automatic,180,6 Seater,7.8,6.128 ,2.063 ,1.915,3.987,1727,Chevrolet Silverado 2021 2.7 Turbo LT,"10,500",KWD
3.5,6,Front Wheel Drive,65,9.4,Petrol,290,362,Automatic,210,5 Seater,6.9,4.851,1.854,1.447,2.775,374,Acura TLX 2021 3.5L V6 (A-Spec),"12,950",KWD
4.0,6,All Wheel Drive,150,13.0,Petrol,271,381,Automatic,200,7 Seater,9.0,4.990,1.885,1.889,2.790,742 ,Toyota Land Cruiser Prado 2021 4.0L GXR,"13,000",KWD
3.5,N/A,All Wheel Drive,74,11.2,Petrol,280,355,Automatic,175,8 Seater,9.4,4.964,2.296,1.788,2.818,589,Honda Pilot 2021 3.5 EX-L (AWD),"12,300",KWD
3.5,N/A,All Wheel Drive,74,11.2,Petrol,280,355,Automatic,175,8 Seater,9.4,4.964,2.296,1.788,2.818,589,Honda Pilot 2021 3.5 Touring (AWD),"13,500",KWD
3.5,N/A,All Wheel Drive,74,11.2,Petrol,280,355,Automatic,175,8 Seater,9.4,4.964,2.296,1.788,2.818,589,Honda Pilot 2021 3.5L EX (AWD),"10,500",KWD
2.0,4,All Wheel Drive,60,7.4,Petrol,180,320,Automatic,208,5 Seater,7.7,4.486,1.839,1.646,2.681,615,Volkswagen Tiguan 2021 2.0L SEL,"11,900",KWD
2.0,4,All Wheel Drive,60,7.4,Petrol,180,320,Automatic,208,5 Seater,7.7,4.486,1.839,1.646,2.681,615,Volkswagen Tiguan 2021 2.0L SEL,"11,900",KWD
6.4,8,Rear Wheel Drive,72,12.7,Petrol,485,637,Automatic,281,5 Seater,5.0,5.088,1.885,1.480,3.052,461,Dodge Charger 2021 6.4L R/T Scatpack ,"18,000",KWD
2.0,4,Front Wheel Drive,44,5.4,Petrol,192,280,Automatic,235,4 Seater,6.7,3.850,1.727,1.414,2.495,211,Mini Hatch 2021 3-Door Cooper S,"13,950",KWD
3.7,6,Rear Wheel Drive,60,11.3,Petrol,300,379,Automatic,181,4 Seater,5.5,4.783,2.080,1.382,2.720,382,Ford Mustang 2021 3.7L Convertible,"13,000",KWD
